user_id,total_inflow,total_income,total_transfer_in,total_outflow,outflow_inflow_ratio,income_spent_pct
b'\x08f\\u\xdb\xabG\xae\x9d\xba\xe4\x84\x8c\xa4\xe3\x19',30194.13,13763.61,16430.52,32387.03,1.0726266992955253,2.353091231152292
b'\x08iD\xce\xea\x9eL\xe0\x80\xdc\xc7\x8e\x08}\x97\x06',30761.18,11806.01,18955.17,31071.73,1.01009551649189,2.6318569948695623
b'\x08vB<\xc0rO\x81\x92$\xbeh\xf0\x9d(2',24188.57,13813.83,10374.74,24029.7,0.9934320218185697,1.739539287800704
b'\x08\x84\x15\xb7\xf5\xaeK\x16\xbf\x94\xda\x08\xbdi)/',64066.69,32939.29,31127.4,67841.57,1.058921102370046,2.059594180688169
b'\x08\x85\xc7\xdf\xa7\xdeF~\x82\x8d@u\xc5\xb4\xfe\xc7',7600.14,5669.24,1930.9,7611.720000000001,1.0015236561431764,1.3426349916390912
b'\x08\x9fIk\xf3\xcfE\x83\x83\xdde\x0b\r9RD',24485.75,7252.9400000000005,17232.81,25266.73,1.0318952860337134,3.483653525329039
b'\x08\xa9\xb9\xeb\x1euC\x8a\xb3jT8\xd6\x85S\n',31689.66,14866.06,16823.6,32285.53,1.0188032941975396,2.17176104495744
"b""\x08\xb3'\x1e\x01=Mw\x8f9\x12\xba\x15l!|""",10939.82,835.45,10104.37,17077.43,1.5610339109784257,10.0
b'\x08\xbd\x08\x0f\x169EV\xb0\xc2\xefg\xa9\x05!\xa8',2627.78,2177.59,450.18999999999994,2639.0299999999997,1.004281180311898,1.2119039855987581
b'\x08\xbf\x17wb\xa3B\xdc\xab\rU\xa9d\x08m\xa6',33890.23,15708.26,18181.97,35715.39,1.0538550490805165,2.2736693943186577
b'\x08\xc6\x1f@\x8b\xfeB\n\x91E\xf7\xffP\xd2\xea;',12273.77,8438.5,3835.27,11562.78,0.9420724031817445,1.3702411566036619
b'\x08\xf4\xd1\x1aV\x07CS\x9b\xfd\xf5e\xa1\x8f=g',19062.84,6715.88,12346.96,24013.65,1.2597099907463947,3.575652036665337
"b'\x08\xfb\x0f)m\x9bM\xcc\x9a\xea\x07:\xc0P""y'",368.6,0.0,368.6,7260.99,19.6988334237656,10.0
b'\t8 _GbMk\xa96\x8b\xb7\r\xf0\xa8\xb8',33843.61,17186.57,16657.04,33842.56,0.999968974940912,1.9691282204651654
b'\t`\xefoeMB\xd1\xaeFeF\xe0\xf1\xfe1',12833.49,6424.39,6409.1,12911.169999999998,1.0060529131202813,2.009711427855407
b'\tfkR\xafLH\x17\x88\xb3#\xd2\xc9\xcaOg',50654.16,25181.47,25472.69,50726.159999999996,1.0014214034938096,2.0144240983548616
b'\th8>\xb1\x0bC\xc0\xb5~\x8e7\xffC\xca9',136619.22,96640.95,39978.27,146891.3,1.0751876639319122,1.5199695367233041
b'\tjLd\xe8GOH\xa8\xef\x9e\x16\x85l\x1c\x94',44560.05,21146.88,23413.17,52082.78999999999,1.1688225215187145,2.4629065848011615
b'\tm-\x7f\xaf/N\x86\x888\xd7$]\xf3W\xa8',31727.920000000002,14168.880000000001,17559.04,35022.99999999999,1.1038542709386556,2.4718255783096468
b'\t\x84\xbeR4m@R\xb3\xe2\xab\xc9\xe3\xe3\x18\x81',30047.49,1658.08,28389.41,30526.249999999996,1.0159334440247754,10.0
b'\t\x99\xd4\x8e\xac\xd8H\x8f\x8d\xfd\xb92\xc3a\xd7c',1758.45,1438.26,320.19,1754.6900000000003,0.9978617532485997,1.220008899642624
b'\t\x9f*\xf3\xa2\x00GG\xb1\xb0\xd2\x95\x99a\xe5)',3854.31,2950.9300000000003,903.38,3846.2699999999995,0.9979140235217198,1.3034094336361755
b'\t\x9f\xdd\x16\x082OE\x9b\xbb\xab\xd5=\xf7\x98\xbd',17432.82,8490.91,8941.91,17014.93,0.9760285484505663,2.0038994642505927
b'\t\xa1\xab\xbbK\xbcM{\xa6\xfe\xee2\xa7m&\x98',28777.79,17596.3,11181.49,35426.51,1.2310365041929905,2.013293135488711
b'\t\xaaulW\x9b@\x02\x86\x17\n\x83%\x10\xe7#',14412.4,8834.25,5578.15,15730.6,1.0914629069412451,1.7806378583354558
